Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,6,28,6,1439,1440,1533,1540,WN,2333,N389SW,54,60,42,-7,-1,RDU,BWI,255,3,9,0,,0,NA,NA,NA,NA,NA
2008,6,28,6,1016,1020,1125,1130,WN,1611,N450WN,69,70,58,-5,-4,SMF,BUR,358,2,9,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,611,615,714,725,WN,2340,N380SW,63,70,48,-11,-4,BDL,BWI,283,3,12,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,955,1000,958,1005,WN,1492,N605SW,63,65,49,-7,-5,CMH,MDW,284,6,8,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,1842,1815,1938,1920,WN,3928,N744SW,176,185,163,18,27,HOU,LAS,1235,5,8,0,,0,5,0,0,0,13
2008,6,29,7,918,920,1202,1210,WN,1580,N719SW,104,110,90,-8,-2,LAX,ABQ,677,5,9,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,1001,1005,1232,1245,WN,1820,N757LV,91,100,76,-13,-4,MDW,IAD,577,6,9,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,1250,1250,1347,1355,WN,3325,N902WN,57,65,49,-8,0,ONT,SJC,333,3,5,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,952,955,1144,1155,WN,2371,N348SW,112,120,98,-11,-3,RDU,FLL,680,3,11,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,940,940,1038,1050,WN,624,N388SW,58,70,45,-12,0,SLC,BOI,291,2,11,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1642,1645,1649,1700,WN,2566,N293,67,75,51,-11,-3,ABQ,PHX,328,5,11,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1410,1410,1623,1625,WN,790,N635SW,133,135,120,-2,0,BWI,MCO,787,5,8,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1957,2000,2147,2200,WN,3949,N400WN,50,60,41,-13,-3,ELP,LBB,295,3,6,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1432,1415,1535,1520,WN,3147,N342SW,63,65,43,15,17,LAS,LAX,236,6,14,0,,0,15,0,0,0,0
2008,6,30,1,852,850,1118,1135,WN,614,N780SW,146,165,137,-17,2,MCO,ALB,1073,2,7,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1436,1345,1704,1615,WN,1537,N649SW,88,90,77,49,51,MSY,TPA,487,4,7,0,,0,12,0,0,0,37
2008,6,30,1,1243,1235,1523,1520,WN,3422,N772SW,100,105,86,3,8,PHX,DEN,602,6,8,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,2209,2155,2339,2325,WN,3485,N659SW,90,90,73,14,14,SAN,SMF,480,4,13,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1102,1105,1205,1215,WN,377,N910WN,63,70,53,-10,-3,SNA,SJC,342,2,8,0,,0,NA,NA,NA,NA,NA
2008,6,14,6,650,630,803,740,XE,2018,N29917,73,70,53,23,20,BWI,CLE,314,5,15,0,,0,0,0,3,20,0
2008,6,15,7,1114,1115,1226,1228,XE,103,N11189,132,133,115,-2,-1,COS,ONT,789,2,15,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,656,700,810,816,XE,119,N14198,74,76,57,-6,-4,ONT,TUS,409,5,12,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,741,745,826,842,XE,16,N12163,165,177,151,-16,-4,SAT,ONT,1167,5,9,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,918,915,1003,1001,XE,21,N11164,105,106,91,2,3,ABQ,ONT,631,4,10,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,1718,1630,2226,2149,XE,223,N11187,188,199,170,37,48,SMF,TUL,1419,5,13,0,,0,1,0,0,0,36
2008,6,29,7,1325,1300,1501,1433,XE,308,N11191,156,153,138,28,25,JAX,AUS,954,8,10,0,,0,6,0,3,0,19
2008,6,20,5,851,855,1151,1159,XE,400,N18557,120,124,110,-8,-4,SAN,BOI,749,3,7,0,,0,NA,NA,NA,NA,NA
2008,6,28,6,1703,1645,2021,1955,XE,416,N12201,138,130,115,26,18,SAN,COS,816,6,17,0,,0,0,0,8,0,18
2008,6,16,1,759,800,911,913,XE,431,N12563,72,73,60,-2,-1,SAN,MRY,376,4,8,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,652,700,726,732,XE,511,N11191,94,92,77,-6,-8,JAX,MSY,513,2,15,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,1959,1835,2153,2029,XE,556,N15555,114,114,99,84,84,MCI,MSY,690,3,12,0,,0,0,0,0,0,84
2008,6,18,3,838,842,1151,1200,XE,7652,N11181,133,138,111,-9,-4,SLC,MCI,919,6,16,0,,0,NA,NA,NA,NA,NA
2008,6,23,1,1926,1905,2147,2125,XE,7672,N33182,81,80,62,22,21,LAS,SLC,368,5,14,0,,0,0,0,1,0,21
2008,6,23,1,1455,1456,1619,1625,XE,7735,N17196,84,89,61,-6,-1,SLC,DEN,391,11,12,0,,0,NA,NA,NA,NA,NA
2008,6,27,5,1705,1710,1828,1835,XE,7761,N12172,83,85,62,-7,-5,LAX,PHX,370,8,13,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,1317,1200,1540,1442,XE,7775,N12172,143,162,115,58,77,SEA,LAX,954,10,18,0,,0,0,0,0,0,58
2008,6,2,1,656,700,851,827,XE,7789,N14180,175,147,130,24,-4,DEN,LAX,862,5,40,0,,0,0,0,24,0,0
2008,6,7,6,711,730,838,838,XE,7805,N22909,147,128,104,0,-19,BOI,LAX,674,10,33,0,,0,NA,NA,NA,NA,NA
2008,6,23,1,650,700,943,939,XE,7823,N14180,173,159,143,4,-10,GEG,LAX,945,17,13,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1116,1025,1245,1150,XE,2112,N14960,89,85,72,55,51,OKC,IAH,395,7,10,0,,0,0,0,4,0,51
2008,6,17,2,1010,940,1059,1033,XE,2234,N11539,49,53,29,26,30,DAY,CLE,162,6,14,0,,0,1,0,0,0,25
2008,6,21,6,1212,1210,1340,1335,XE,2361,N15941,88,85,64,5,2,OKC,IAH,395,11,13,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,2037,2040,2214,2217,XE,2918,N12922,97,97,64,-3,-3,CLE,LGA,418,10,23,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,1336,1320,1431,1423,XE,2974,N14940,55,63,39,8,16,CRP,IAH,201,8,8,0,,0,NA,NA,NA,NA,NA
2008,6,28,6,1652,1517,1940,1744,XE,2994,N14543,168,147,88,116,95,CLT,EWR,529,5,75,0,,0,0,0,44,0,72
2008,6,23,1,713,715,809,814,XE,2373,N22971,116,119,99,-5,-2,CLE,MSP,622,6,11,0,,0,NA,NA,NA,NA,NA
2008,6,12,4,958,955,1338,1337,XE,2228,N26141,160,162,140,1,3,IAH,RDU,1043,6,14,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,1935,1940,2325,2343,XE,2171,N11155,170,183,159,-18,-5,IAH,ORF,1201,3,8,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,1826,1835,2026,2044,XE,2988,N13970,120,129,107,-18,-9,CAE,EWR,602,6,7,0,,0,NA,NA,NA,NA,NA
2008,6,27,5,NA,1025,NA,1138,XE,2735,,NA,73,NA,NA,NA,LRD,IAH,301,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,6,27,5,850,840,1005,959,XE,2465,N12564,135,139,114,6,10,AVL,IAH,834,11,10,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,1139,1145,1231,1237,XE,2407,N14942,52,52,36,-6,-6,IAH,LFT,201,3,13,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,1106,1110,1234,1235,XE,2845,N14930,88,85,66,-1,-4,IAH,TUL,429,3,19,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,716,720,931,934,XE,2566,N17138,195,194,164,-3,-4,IAH,SLC,1195,11,20,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,1724,1645,1857,1802,XE,3086,N16911,93,77,32,55,39,EWR,ALB,143,4,57,0,,0,5,0,16,0,34
2008,6,13,5,1701,1715,1757,1832,XE,2340,N26545,56,77,30,-35,-14,ALB,EWR,143,13,13,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,733,735,758,757,XE,2316,N14945,85,82,53,1,-2,CLE,ORD,316,7,25,0,,0,NA,NA,NA,NA,NA
2008,6,27,5,2037,1840,2159,2010,XE,2166,N18102,142,150,113,109,117,LEX,IAH,828,11,18,0,,0,0,0,0,0,109
2008,6,25,3,1155,1200,1257,1303,XE,2826,N14942,62,63,42,-6,-5,IAH,DAL,217,3,17,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,1328,1325,1520,1518,XE,3118,N14905,112,113,87,2,3,EWR,GSP,594,3,22,0,,0,NA,NA,NA,NA,NA
2008,6,19,4,1042,1045,1143,1200,XE,2047,N12996,121,135,107,-17,-3,TYS,IAH,772,8,6,0,,0,NA,NA,NA,NA,NA
2008,6,14,6,743,745,819,822,XE,2843,N25134,156,157,140,-3,-2,IAH,PHX,1009,4,12,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,1319,1325,1512,1518,XE,3118,N12564,113,113,91,-6,-6,EWR,GSP,594,3,19,0,,0,NA,NA,NA,NA,NA
2008,6,16,1,812,810,934,942,XE,2626,N11106,82,92,38,-8,2,EWR,MHT,209,7,37,0,,0,NA,NA,NA,NA,NA
2008,6,23,1,1402,1350,1607,1549,XE,2409,N11535,125,119,109,18,12,SAV,CLE,641,6,10,0,,0,0,0,6,0,12
2008,6,20,5,1614,1550,1819,1805,XE,2166,N18114,125,135,89,14,24,EWR,LEX,588,6,30,0,,0,NA,NA,NA,NA,NA
2008,6,20,5,1012,1015,1135,1139,XE,3138,N16944,83,84,64,-4,-3,IAH,TUL,429,4,15,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,1450,1330,1555,1433,XE,2974,N17108,65,63,44,82,80,CRP,IAH,201,9,12,0,,0,0,0,82,0,0
2008,6,1,7,1614,1620,1757,1808,XE,2729,N13992,163,168,136,-11,-6,CLT,IAH,913,14,13,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,623,630,744,745,XE,3156,N14143,81,75,51,-1,-7,MHT,EWR,209,6,24,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,1642,1650,1832,1755,XE,2386,N16525,110,65,36,37,-8,GRK,IAH,166,12,62,0,,0,0,0,37,0,0
2008,6,30,1,526,535,609,620,XE,3069,N12519,43,45,27,-11,-9,LCH,IAH,127,7,9,0,,0,NA,NA,NA,NA,NA
2008,6,13,5,626,631,750,745,XE,2399,N16987,84,74,68,5,-5,BUF,EWR,282,5,11,0,,0,NA,NA,NA,NA,NA
2008,6,20,5,838,842,1208,1220,XE,2373,N14923,150,158,132,-12,-4,MSP,EWR,1008,10,8,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,2102,2105,3,2347,XE,2816,N13970,181,162,150,16,-3,IAH,MSP,1034,4,27,0,,0,0,0,16,0,0
2008,6,7,6,1428,1435,1559,1622,XE,2739,N14116,151,167,135,-23,-7,PBI,IAH,956,6,10,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,1448,1435,1839,1842,XE,2677,N14125,171,187,147,-3,13,SLC,IAH,1195,9,15,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,911,900,1006,1010,XE,1285,N14543,55,70,36,-4,11,EWR,DCA,199,7,12,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,1248,1250,1527,1524,XE,3091,N16954,159,154,133,3,-2,IAH,MKE,984,4,22,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,926,935,1108,1122,XE,2635,N11535,102,107,86,-14,-9,MHT,CLE,544,5,11,0,,0,NA,NA,NA,NA,NA
2008,6,3,2,1720,1723,2014,2020,XE,2965,N15973,174,177,155,-6,-3,MSP,IAH,1034,3,16,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,1738,1415,2045,1532,XE,2010,N17928,187,77,58,313,203,JAN,IAH,351,14,115,0,,0,0,0,313,0,0
2008,6,30,1,1506,1510,1629,1647,XE,3042,N16502,83,97,67,-18,-4,CLE,CLT,430,7,9,0,,0,NA,NA,NA,NA,NA
2008,6,19,4,1615,1550,2014,1928,XE,2109,N11548,179,158,123,46,25,IAH,CLT,913,7,49,0,,0,0,25,21,0,0
2008,6,16,1,1010,1010,1134,1137,XE,2714,N11526,84,87,65,-3,0,IAH,XNA,438,5,14,0,,0,NA,NA,NA,NA,NA
2008,6,21,6,638,640,839,830,XE,3057,N14543,121,110,84,9,-2,CLT,EWR,529,20,17,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,2213,2150,2330,2318,XE,2840,N15973,77,88,41,12,23,EWR,MHT,209,7,29,0,,0,NA,NA,NA,NA,NA
2008,6,27,5,1314,1307,1447,1429,XE,2852,N12136,93,82,53,18,7,SYR,EWR,194,7,33,0,,0,0,0,13,0,5
2008,6,10,2,1150,1151,1451,1445,XE,2310,N12135,181,174,161,6,-1,MIA,CLE,1080,5,15,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,612,620,740,754,XE,2367,N13566,148,154,133,-14,-8,DAY,IAH,929,5,10,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1629,1529,1842,1756,XE,2608,N14143,193,207,158,46,60,EWR,XNA,1130,6,29,0,,0,0,0,0,0,46
2008,6,26,4,1024,1030,1201,1214,XE,2620,N14516,97,104,79,-13,-6,ICT,IAH,542,8,10,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,634,635,755,803,XE,2628,N12957,141,148,125,-8,-1,SAV,IAH,851,6,10,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,705,710,953,950,XE,2122,N16954,108,100,88,3,-5,DSM,CLE,612,5,15,0,,0,NA,NA,NA,NA,NA
2008,6,3,2,709,715,839,902,XE,2343,N19966,150,167,130,-23,-6,CLT,IAH,913,7,13,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,1139,1115,1333,1303,XE,2859,N14974,174,168,152,30,24,EWR,MEM,946,5,17,0,,0,24,0,6,0,0
2008,6,15,7,2142,2120,2344,2315,XE,2752,N14916,122,115,98,29,22,IAH,MCI,643,3,21,0,,0,0,0,7,22,0
2008,6,25,3,728,730,907,918,XE,3040,N14925,99,108,78,-11,-2,IAH,BHM,562,3,18,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,931,930,1025,1020,XE,3060,N17159,54,50,29,5,1,BDL,EWR,116,7,18,0,,0,NA,NA,NA,NA,NA
2008,6,22,7,532,535,705,715,XE,2921,N16149,153,160,137,-10,-3,GRR,IAH,1042,7,9,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,NA,1600,NA,1929,XE,2685,,NA,149,NA,NA,NA,MKE,EWR,725,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,6,20,5,2149,1855,55,2215,XE,3137,N12519,126,140,106,160,174,IAH,LEX,828,5,15,0,,0,160,0,0,0,0
2008,6,15,7,723,725,1019,1022,XE,2864,N13978,116,117,98,-3,-2,MCI,CLE,694,6,12,0,,0,NA,NA,NA,NA,NA
2008,6,12,4,1210,1210,1341,1337,XE,2361,N16944,91,87,62,4,0,OKC,IAH,395,13,16,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,1614,1555,1740,1718,XE,2087,N14943,86,83,57,22,19,IAH,JAN,351,7,22,0,,0,19,0,3,0,0
2008,6,29,7,1131,1120,1324,1321,XE,2789,N13979,113,121,94,3,11,CLE,SAV,641,7,12,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,1205,1215,1416,1435,XE,2227,N16976,71,80,49,-19,-10,MKE,CLE,328,9,13,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,1124,1127,1240,1235,YV,7153,N503MJ,136,128,96,5,-3,CLT,ORD,599,11,29,0,,0,NA,NA,NA,NA,NA
2008,6,1,7,1302,1310,1347,1409,YV,7310,N17156,45,59,30,-22,-8,ORD,SPI,174,4,11,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,800,810,945,917,YV,2748,N77286,225,187,188,28,-10,DSM,PHX,1149,27,10,0,,0,0,0,28,0,0
2008,6,2,1,1635,1637,2035,2042,YV,2812,N913FJ,120,125,99,-7,-2,PHX,OKC,833,8,13,0,,0,NA,NA,NA,NA,NA
2008,6,3,2,1455,1439,1545,1519,YV,1949,N27314,50,40,34,26,16,HNL,KOA,163,5,11,0,,0,26,0,0,0,0
2008,6,3,2,1605,1605,1738,1739,YV,2818,N17275,93,94,73,-1,0,SBA,PHX,455,9,11,0,,0,NA,NA,NA,NA,NA
2008,6,4,3,NA,1850,NA,2126,YV,7076,N513MJ,NA,216,NA,NA,NA,IAD,SAT,1362,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,6,5,4,1620,1541,1745,1654,YV,7271,N511MJ,145,133,131,51,39,AUS,DEN,775,3,11,0,,0,51,0,0,0,0
2008,6,5,4,1617,1615,1740,1735,YV,2829,N923FJ,83,80,59,5,2,LGB,PHX,355,8,16,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,1907,1921,2029,2049,YV,7279,N593ML,82,88,59,-20,-14,CAE,IAD,401,9,14,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,542,542,758,806,YV,2862,N17337,136,144,113,-8,0,MFR,PHX,854,10,13,0,,0,NA,NA,NA,NA,NA
2008,6,7,6,1150,1150,1305,1319,YV,2620,N920FJ,75,89,51,-14,0,CLT,IAD,321,8,16,0,,0,NA,NA,NA,NA,NA
2008,6,7,6,818,818,1120,1055,YV,7063,N522LR,182,157,139,25,0,ORD,IAH,925,7,36,0,,0,0,0,25,0,0
2008,6,8,7,2137,2140,2249,2255,YV,7100,N444YV,72,75,53,-6,-3,DEN,MTJ,197,5,14,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,1210,1217,1425,1437,YV,2878,N932LR,75,80,49,-12,-7,PHX,ELP,347,4,22,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1953,1958,2055,2055,YV,2860,N449YV,62,57,40,0,-5,FLG,PHX,119,5,17,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1201,1209,1636,1645,YV,2891,N932LR,155,156,128,-9,-8,PHX,OMA,1037,8,19,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,2125,2130,2158,2209,YV,1008,N77302,33,39,22,-11,-5,HNL,LIH,102,6,5,0,,0,NA,NA,NA,NA,NA
2008,6,10,2,1005,959,1108,1116,YV,7051,N504MJ,123,137,101,-8,6,RDU,ORD,647,6,16,0,,0,NA,NA,NA,NA,NA
2008,6,11,3,1658,1701,1903,1917,YV,7320,N503MJ,185,196,156,-14,-3,IAD,IAH,1190,4,25,0,,0,NA,NA,NA,NA,NA
2008,6,11,3,600,601,857,856,YV,2680,N930LR,117,115,99,1,-1,STL,CLT,575,9,9,0,,0,NA,NA,NA,NA,NA
2008,6,12,4,1435,1438,1535,1525,YV,1032,N646BR,60,47,44,10,-3,ITO,HNL,216,6,10,0,,0,NA,NA,NA,NA,NA
2008,6,13,5,1555,1557,1654,1654,YV,7097,N434YV,59,57,40,0,-2,ASE,DEN,125,6,13,0,,0,NA,NA,NA,NA,NA
2008,6,13,5,2352,2355,107,108,YV,2791,N902FJ,75,73,59,-1,-3,LAS,FAT,258,5,11,0,,0,NA,NA,NA,NA,NA
2008,6,14,6,1933,1855,2147,2112,YV,2656,N904FJ,74,77,54,35,38,BNA,CLT,329,9,11,0,,0,0,0,0,0,35
2008,6,14,6,1019,1014,1147,1135,YV,7037,N75998,88,81,65,12,5,MYR,IAD,372,6,17,0,,0,NA,NA,NA,NA,NA
2008,6,15,7,2218,2210,2340,2341,YV,2609,N934FJ,82,91,59,-1,8,CLT,TLH,386,5,18,0,,0,NA,NA,NA,NA,NA
2008,6,15,7,1939,1619,2148,1823,YV,7052,N75998,69,64,38,205,200,ORD,MBS,222,2,29,0,,0,0,0,5,0,200
2008,6,16,1,1548,1502,1721,1627,YV,7106,N454YV,93,85,74,54,46,DEN,GCC,313,3,16,0,,0,54,0,0,0,0
2008,6,16,1,1025,1027,1146,1206,YV,2779,N935LR,81,99,61,-20,-2,PHX,BFL,425,10,10,0,,0,NA,NA,NA,NA,NA
2008,6,17,2,NA,500,NA,644,YV,2601,N911FJ,NA,104,NA,NA,NA,EWR,CLT,529,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,6,17,2,1015,1015,1250,1245,YV,2876,N17275,155,150,118,5,0,PHX,MFR,854,4,33,0,,0,NA,NA,NA,NA,NA
2008,6,18,3,1330,1330,1413,1410,YV,1026,N27318,43,40,27,3,0,HNL,KOA,163,3,13,0,,0,NA,NA,NA,NA,NA
2008,6,18,3,630,635,804,807,YV,2727,N991HA,94,92,70,-3,-5,PSP,PHX,261,9,15,0,,0,NA,NA,NA,NA,NA
2008,6,19,4,815,821,940,950,YV,7179,N154SF,85,89,62,-10,-6,IAD,CAE,401,5,18,0,,0,NA,NA,NA,NA,NA
2008,6,19,4,1545,1604,1722,1718,YV,2651,N909FJ,97,74,45,4,-19,SAV,CLT,213,5,47,0,,0,NA,NA,NA,NA,NA
2008,6,20,5,2200,2205,2325,2343,YV,7336,N519LR,85,98,59,-18,-5,IAD,MHT,418,14,12,0,,0,NA,NA,NA,NA,NA
2008,6,20,5,1255,1257,1546,1549,YV,2628,N928LR,111,112,91,-3,-2,STL,CLT,575,9,11,0,,0,NA,NA,NA,NA,NA
2008,6,21,6,1936,1937,2017,2017,YV,1957,N27314,41,40,27,0,-1,KOA,HNL,163,5,9,0,,0,NA,NA,NA,NA,NA
2008,6,22,7,1053,1112,1207,1222,YV,7173,N75993,74,70,40,-15,-19,CID,ORD,196,9,25,0,,0,NA,NA,NA,NA,NA
2008,6,22,7,1226,1230,1416,1420,YV,2914,N77286,110,110,88,-4,-4,MRY,PHX,598,11,11,0,,0,NA,NA,NA,NA,NA
2008,6,23,1,1547,1456,1730,1625,YV,7174,N522LR,103,89,59,65,51,CLT,IAD,321,9,35,0,,0,0,0,65,0,0
2008,6,23,1,1639,1640,1923,1939,YV,7230,N75996,104,119,87,-16,-1,ORD,CAE,666,4,13,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,1815,1825,1905,1915,YV,2775,N77286,110,110,82,-10,-10,COS,PHX,551,10,18,0,,0,NA,NA,NA,NA,NA
2008,6,24,2,2206,2209,2355,2355,YV,7164,N506MJ,49,46,20,0,-3,ORD,SBN,84,4,25,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,726,735,853,905,YV,7105,N446YV,87,90,63,-12,-9,DRO,DEN,251,9,15,0,,0,NA,NA,NA,NA,NA
2008,6,25,3,1152,1202,1255,1304,YV,2804,N437YV,63,62,44,-9,-10,PHX,FLG,119,5,14,0,,0,NA,NA,NA,NA,NA
2008,6,26,4,1918,1818,2035,1923,YV,2906,N437YV,137,125,105,72,60,GJT,PHX,438,25,7,0,,0,0,0,72,0,0
2008,6,26,4,1020,1000,1150,1111,YV,2741,N77331,90,71,46,39,20,PHX,PSP,261,4,40,0,,0,0,0,39,0,0
2008,6,27,5,1730,1730,1816,1810,YV,1028,N77278,46,40,30,6,0,HNL,KOA,163,2,14,0,,0,NA,NA,NA,NA,NA
2008,6,27,5,945,955,1108,1108,YV,2843,N989HA,83,73,33,0,-10,PHX,YUM,160,18,32,0,,0,NA,NA,NA,NA,NA
2008,6,28,6,718,659,830,822,YV,7209,N37208,72,83,41,8,19,IAD,LGA,229,7,24,0,,0,NA,NA,NA,NA,NA
2008,6,29,7,2000,1809,2115,1919,YV,7138,N47202,135,130,108,116,111,ABE,ORD,654,19,8,0,,0,116,0,0,0,0
2008,6,29,7,2255,2300,141,154,YV,2917,N27191,106,114,89,-13,-5,LAS,COS,604,5,12,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,1855,1910,2024,2041,YV,2778,N27191,89,91,72,-17,-15,BFL,PHX,425,10,7,0,,0,NA,NA,NA,NA,NA
2008,6,30,1,855,750,1005,904,YV,2779,N942LR,190,194,167,61,65,MEM,PHX,1263,3,20,0,,0,61,0,0,0,0
2008,6,1,7,1350,1350,1554,1600,OH,5308,N784CA,64,70,47,-6,0,BNA,CVG,230,2,15,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,855,855,1055,1045,OH,5115,N940CA,120,110,78,10,0,BOS,ORF,468,3,39,0,,0,NA,NA,NA,NA,NA
2008,6,2,1,925,925,1126,1130,OH,5572,N447CA,121,125,78,-4,0,CLT,LGA,544,10,33,0,,0,NA,NA,NA,NA,NA
2008,6,3,2,1716,1650,1742,1713,OH,5361,N920CA,86,83,72,29,26,CVG,ATW,411,4,10,0,,0,0,26,3,0,0
2008,6,4,3,2320,1935,123,2136,OH,5140,N371CA,123,121,116,227,225,CVG,EWR,569,5,2,0,,0,225,0,2,0,0
2008,6,4,3,900,845,1050,1017,OH,5603,N810CA,110,92,79,33,15,BOS,PHL,280,5,26,0,,0,0,0,18,0,15
2008,6,5,4,555,600,755,801,OH,5346,N685BR,120,121,102,-6,-5,JAX,CVG,614,3,15,0,,0,NA,NA,NA,NA,NA
2008,6,6,5,2145,2020,2400,2246,OH,5071,N642CA,135,146,104,74,85,ATL,EWR,745,9,22,0,,0,0,74,0,0,0
2008,6,6,5,1205,1200,1405,1355,OH,5564,N447CA,120,115,88,10,5,CMH,JFK,483,15,17,0,,0,NA,NA,NA,NA,NA
2008,6,7,6,1355,1355,1538,1538,OH,5432,N805CA,103,103,82,0,0,CHS,CVG,497,2,19,0,,0,NA,NA,NA,NA,NA
2008,6,8,7,2100,2045,2240,2216,OH,5317,N918CA,100,91,68,24,15,CVG,ATL,373,12,20,0,,0,15,0,9,0,0
2008,6,9,1,1105,1115,1305,1301,OH,5106,N962CA,120,106,95,4,-10,ORF,ATL,516,10,15,0,,0,NA,NA,NA,NA,NA
2008,6,9,1,1730,1710,1944,1924,OH,5594,N526CA,134,134,82,20,20,LGA,CLT,544,12,40,0,,0,0,0,20,0,0
2008,6,10,2,900,855,1113,1033,OH,5347,N807CA,193,158,169,40,5,CVG,IAH,871,13,11,0,,0,5,0,35,0,0
2008,6,11,3,1840,1832,2008,2013,OH,5075,N594SW,88,101,66,-5,8,DCA,CVG,411,1,21,0,,0,NA,NA,NA,NA,NA
2008,6,11,3,615,615,648,655,OH,5576,N933CA,33,40,21,-7,0,LEX,CVG,70,4,8,0,,0,NA,NA,NA,NA,NA
2008,6,12,4,835,840,959,958,OH,5309,N641CA,144,138,115,1,-5,ATL,AUS,813,5,24,0,,0,NA,NA,NA,NA,NA
2008,6,13,5,1655,1700,1849,1909,OH,5036,N589SW,114,129,103,-20,-5,RDU,BOS,612,1,10,0,,0,NA,NA,NA,NA,NA
2008,6,13,5,900,900,1051,1037,OH,5527,N549CA,171,157,133,14,0,CVG,AUS,958,3,35,0,,0,NA,NA,NA,NA,NA
2008,6,14,6,700,700,912,901,OH,5376,N785CA,132,121,105,11,0,CHS,LGA,641,12,15,0,,0,NA,NA,NA,NA,NA
2008,6,15,7,1235,1235,1430,1438,OH,5274,N916CA,115,123,102,-8,0,JAX,CVG,614,1,12,0,,0,NA,NA,NA,NA,NA
2008,6,16,1,852,852,1047,1100,OH,5064,N676CA,115,128,89,-13,0,CVG,LGA,585,8,18,0,,0,NA,NA,NA,NA,NA
